particle,row_type,theory,E,total,i4,i3,i2,i1,i0,i_minus_1,C,cts,di_over_2pi_percent,note
,max,199.6,189.2,115498,0.0,0.5,1.0,-3.0,-3.0,-3.0,-1.0,,,
,mean,182.8(-6.6)(16.8),182.7,-2345,,,,,,,,,,
,min,176.2,176.2,117844,0.0,0.5,1.0,-2.0,2.0,-2.5,-0.5,,,
,delta,,,2345,,,,,,,,10985,21.34729,∆ abs(i)
,max,199.6,199.5,128294,0.0,0.5,1.5,-2.0,-2.5,2.5,-0.5,,,
,mean,182.8(-6.6)(16.8),187.9,-5694,,,,,,,,,,
,min,176.2,176.2,133989,0.0,0.5,1.5,1.0,2.5,0.0,-0.5,,,
,delta,,,5694,,,,,,,,10985,51.83432,∆ abs(i)
,max,199.6,199.5,143067,0.0,0.5,2.0,0.0,1.0,-2.5,1.0,,,
,mean,182.8(-6.6)(16.8),187.9,-9470,,,,,,,,,,
,min,176.2,176.2,152538,0.0,1.0,-2.0,-1.0,2.0,2.5,-1.0,,,
,delta,,,9470,,,,,,,,21970,43.10423,∆ abs(i)
,max,199.6,199.5,162449,0.0,1.0,-1.5,-1.5,0.5,-1.0,-0.5,,,
,mean,182.8(-6.6)(16.8),187.9,-5582,,,,,,,,,,
,min,176.2,176.2,168032,0.0,1.0,-1.5,2.0,-2.0,-2.0,1.0,,,
,delta,,,5582,,,,,,,,10985,50.81475,∆ abs(i)
,max,199.6,199.5,178390,0.0,1.0,-1.0,1.5,-0.5,0.5,0.0,,,
,mean,182.8(-6.6)(16.8),191.5,-3016,,,,,,,,,,
,min,176.2,183.5,181407,0.0,1.0,-1.0,3.0,3.0,3.0,1.0,,,
,delta,,,3016,,,,,,,,10985,27.45562,∆ abs(i)
,total,,,26107,,,,,,,,65910,39.61007,Σ ∆i
Muon,particle,,,,,,,,,,,,,
,max,206.7682873,206.7682831,177473,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,,,
,mean,206.7682827(46),206.7682831,1,,,,,,,,,,
,min,206.768278,206.7682831,177473,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Pion π$^0$,particle,,,,,,,,,,,,,
,max,264.1439,264.1434,193277,0.0,1.0,0.0,-2.5,-3.0,0.5,1.0,,,
,mean,264.1430(9),264.1433,-1665,,,,,,,,,,
,min,264.142,264.1432,194943,0.0,1.0,0.0,-1.5,-3.0,-1.5,-1.0,,,
,delta,,,1665,,,,,,,,10985,15.15703,∆ abs(i)
,total,,,1665,,,,,,,,10985,15.15703,Σ ∆i
Pion π$^{+-}$,particle,,,,,,,,,,,,,
,max,273.13278,273.13259,223716,0.0,1.0,1.0,2.5,-3.0,2.5,0.5,,,
,mean,273.13243(35),273.13254,-832,,,,,,,,,,
,min,273.13208,273.13249,224549,0.0,1.0,1.0,3.0,-3.0,1.5,-0.5,,,
,delta,,,832,,,,,,,,10985,7.57396,∆ abs(i)
,total,,,832,,,,,,,,10985,7.57396,Σ ∆i
K$^{+-}$,particle,,,,,,,,,,,,,
,max,966.122,966.113,610108,0.5,0.5,1.0,-3.0,-1.0,-0.5,-1.0,,,
,mean,966.102(21),966.112,215,,,,,,,,,,
,min,966.081,966.112,609894,0.5,0.5,1.0,-3.0,-2.5,-2.5,-0.5,,,
,delta,,,215,,,,,,,,10985,1.95721,∆ abs(i)
,max,966.122,966.122,625425,0.5,0.5,1.5,-0.5,0.0,-3.0,0.0,,,
,mean,966.102(21),966.102,354,,,,,,,,,,
,min,966.081,966.082,625072,0.5,0.5,1.5,-0.5,-3.0,0.5,1.0,,,
,delta,,,354,,,,,,,,10985,3.22258,∆ abs(i)
,max,966.122,966.121,642224,0.5,0.5,2.0,3.0,-1.0,0.0,-0.5,,,
,mean,966.102(21),966.101,685,,,,,,,,,,
,min,966.081,966.081,641540,0.5,0.5,2.0,2.5,0.0,3.0,0.0,,,
,delta,,,685,,,,,,,,21970,3.11789,∆ abs(i)
,max,966.122,966.121,659157,0.5,1.0,-1.5,0.0,-1.0,3.0,1.0,,,
,mean,966.102(21),966.101,-1205,,,,,,,,,,
,min,966.081,966.081,660363,0.5,1.0,-1.5,0.5,2.0,0.5,-1.0,,,
,delta,,,1205,,,,,,,,10985,10.9695,∆ abs(i)
,max,966.122,966.086,675337,0.5,1.0,-1.0,3.0,0.0,2.5,1.0,,,
,mean,966.102(21),966.086,1,,,,,,,,,,
,min,966.081,966.086,675337,0.5,1.0,-1.0,3.0,0.0,2.5,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,2460,,,,,,,,65910,3.73236,Σ ∆i
KL$^0$,particle,,,,,,,,,,,,,
,max,973.825,973.818,622322,0.5,0.5,1.5,-2.5,2.0,-1.5,1.0,,,
,mean,973.800(26),973.797,-4,,,,,,,,,,
,min,973.774,973.776,622327,0.5,0.5,1.5,-2.5,2.0,-1.0,1.0,,,
,delta,,,4,,,,,,,,10985,0.03641,∆ abs(i)
,max,973.825,973.824,638932,0.5,0.5,2.0,1.0,-0.5,2.0,1.0,,,
,mean,973.800(26),973.806,-1426,,,,,,,,,,
,min,973.774,973.787,640359,0.5,0.5,2.0,2.0,-2.5,2.0,-0.5,,,
,delta,,,1426,,,,,,,,21970,6.49067,∆ abs(i)
,max,973.825,973.825,658224,0.5,1.0,-1.5,-0.5,-1.5,1.0,-0.5,,,
,mean,973.800(26),973.8,-483,,,,,,,,,,
,min,973.774,973.775,658708,0.5,1.0,-1.5,-0.5,2.5,-2.5,-1.0,,,
,delta,,,483,,,,,,,,10985,4.3969,∆ abs(i)
,max,973.825,973.823,673705,0.5,1.0,-1.0,2.0,0.5,2.0,0.0,,,
,mean,973.800(26),973.8,-763,,,,,,,,,,
,min,973.774,973.777,674469,0.5,1.0,-1.0,2.5,0.0,0.5,-0.5,,,
,delta,,,763,,,,,,,,10985,6.94584,∆ abs(i)
,total,,,2676,,,,,,,,54925,4.8721,Σ ∆i
KS$^0$,particle,,,,,,,,,,,,,
,max,973.825,973.818,622322,0.5,0.5,1.5,-2.5,2.0,-1.5,1.0,,,
,mean,973.800(26),973.797,-4,,,,,,,,,,
,min,973.774,973.776,622327,0.5,0.5,1.5,-2.5,2.0,-1.0,1.0,,,
,delta,,,4,,,,,,,,10985,0.03641,∆ abs(i)
,max,973.825,973.824,638932,0.5,0.5,2.0,1.0,-0.5,2.0,1.0,,,
,mean,973.800(26),973.806,-1426,,,,,,,,,,
,min,973.774,973.787,640359,0.5,0.5,2.0,2.0,-2.5,2.0,-0.5,,,
,delta,,,1426,,,,,,,,21970,6.49067,∆ abs(i)
,max,973.825,973.825,658224,0.5,1.0,-1.5,-0.5,-1.5,1.0,-0.5,,,
,mean,973.800(26),973.8,-483,,,,,,,,,,
,min,973.774,973.775,658708,0.5,1.0,-1.5,-0.5,2.5,-2.5,-1.0,,,
,delta,,,483,,,,,,,,10985,4.3969,∆ abs(i)
,max,973.825,973.823,673705,0.5,1.0,-1.0,2.0,0.5,2.0,0.0,,,
,mean,973.800(26),973.8,-763,,,,,,,,,,
,min,973.774,973.777,674469,0.5,1.0,-1.0,2.5,0.0,0.5,-0.5,,,
,delta,,,763,,,,,,,,10985,6.94584,∆ abs(i)
,total,,,2676,,,,,,,,54925,4.8721,Σ ∆i
Eta η,particle,,,,,,,,,,,,,
,max,1072.174,1072.141,697748,0.5,1.0,0.5,-3.0,-3.0,1.5,-1.0,,,
,mean,1072.139(35),1072.125,-29,,,,,,,,,,
,min,1072.103,1072.11,697778,0.5,1.0,0.5,-3.0,-2.5,-2.0,-1.0,,,
,delta,,,29,,,,,,,,10985,0.264,∆ abs(i)
,max,1072.174,1072.168,713035,0.5,1.0,1.0,-0.5,-2.5,2.5,0.0,,,
,mean,1072.139(35),1072.136,-238,,,,,,,,,,
,min,1072.103,1072.105,713274,0.5,1.0,1.0,-0.5,-0.5,0.5,-0.5,,,
,delta,,,238,,,,,,,,10985,2.16659,∆ abs(i)
,max,1072.174,1072.171,729414,0.5,1.0,1.5,2.5,0.0,2.5,-0.5,,,
,mean,1072.139(35),1072.138,354,,,,,,,,,,
,min,1072.103,1072.105,729061,0.5,1.0,1.5,2.5,-2.5,-0.5,0.5,,,
,delta,,,354,,,,,,,,10985,3.22258,∆ abs(i)
,total,,,621,,,,,,,,32955,1.88439,Σ ∆i
Rho ρ$^{+-}$,particle,,,,,,,,,,,,,
,max,1507.0,1506.0,919102,1.0,-0.5,1.5,-2.0,-3.0,-2.5,1.0,,,
,mean,1506(1),1505.0,22,,,,,,,,,,
,min,1505.0,1505.0,919081,1.0,-0.5,1.5,-2.5,3.0,2.0,0.5,,,
,delta,,,22,,,,,,,,10985,0.20027,∆ abs(i)
,max,1507.0,1506.0,935277,1.0,-0.5,2.0,1.0,-2.5,3.0,1.0,,,
,mean,1506(1),1506.0,-1455,,,,,,,,,,
,min,1505.0,1505.0,936733,1.0,-0.5,2.0,1.5,2.5,-0.5,-1.0,,,
,delta,,,1455,,,,,,,,21970,6.62267,∆ abs(i)
,max,1507.0,1506.0,953550,1.0,0.0,-1.5,-1.5,2.0,-2.5,0.0,,,
,mean,1506(1),1506.0,64,,,,,,,,,,
,min,1505.0,1505.0,953487,1.0,0.0,-1.5,-1.5,1.5,-2.5,1.0,,,
,delta,,,64,,,,,,,,10985,0.58261,∆ abs(i)
,max,1507.0,1506.0,971013,1.0,0.0,-1.0,2.5,-0.5,2.0,-1.0,,,
,mean,1506(1),1506.0,609,,,,,,,,,,
,min,1505.0,1505.0,970405,1.0,0.0,-1.0,2.0,1.5,-0.5,0.0,,,
,delta,,,609,,,,,,,,10985,5.54392,∆ abs(i)
,total,,,2150,,,,,,,,54925,3.91443,Σ ∆i
Rho ρ$^0$,particle,,,,,,,,,,,,,
,max,1517.63,1517.61,917618,1.0,-0.5,1.5,-3.0,-1.5,-1.0,-1.0,,,
,mean,1517.14(49),1517.15,-119,,,,,,,,,,
,min,1516.65,1516.68,917738,1.0,-0.5,1.5,-3.0,-0.5,-2.0,-1.0,,,
,delta,,,119,,,,,,,,10985,1.0833,∆ abs(i)
,max,1517.63,1517.62,933343,1.0,-0.5,2.0,-0.5,2.5,-1.5,-1.0,,,
,mean,1517.14(49),1517.14,-380,,,,,,,,,,
,min,1516.65,1516.65,933724,1.0,-0.5,2.0,0.0,-1.0,-2.5,-0.5,,,
,delta,,,380,,,,,,,,21970,1.72963,∆ abs(i)
,max,1517.63,1517.61,952168,1.0,0.0,-1.5,-2.0,-2.5,2.5,-1.0,,,
,mean,1517.14(49),1517.14,1482,,,,,,,,,,
,min,1516.65,1516.66,950687,1.0,0.0,-1.5,-3.0,-0.5,-3.0,1.0,,,
,delta,,,1482,,,,,,,,10985,13.49112,∆ abs(i)
,max,1517.63,1517.62,967445,1.0,0.0,-1.0,0.5,-2.0,2.5,0.0,,,
,mean,1517.14(49),1517.14,-562,,,,,,,,,,
,min,1516.65,1516.65,968008,1.0,0.0,-1.0,0.5,2.5,0.5,-1.0,,,
,delta,,,562,,,,,,,,10985,5.11607,∆ abs(i)
,max,1517.63,1517.62,983056,1.0,0.0,-0.5,3.0,1.5,-3.0,0.5,,,
,mean,1517.14(49),1517.15,85,,,,,,,,,,
,min,1516.65,1516.67,982972,1.0,0.0,-0.5,3.0,0.5,1.5,1.0,,,
,delta,,,85,,,,,,,,10985,0.77378,∆ abs(i)
,total,,,2628,,,,,,,,65910,3.98726,Σ ∆i
Omega ω,particle,,,,,,,,,,,,,
,max,1531.87,1531.86,929300,1.0,-0.5,2.0,-2.5,-2.5,-3.0,0.0,,,
,mean,1531.62(25),1531.62,-293,,,,,,,,,,
,min,1531.37,1531.37,929594,1.0,-0.5,2.0,-2.5,-0.5,0.5,-0.5,,,
,delta,,,293,,,,,,,,21970,1.33364,∆ abs(i)
,max,1531.87,1531.86,963266,1.0,0.0,-1.0,-2.0,-1.5,0.5,0.5,,,
,mean,1531.62(25),1531.61,-94,,,,,,,,,,
,min,1531.37,1531.37,963361,1.0,0.0,-1.0,-2.0,-0.5,-3.0,0.5,,,
,delta,,,94,,,,,,,,10985,0.85571,∆ abs(i)
,max,1531.87,1531.86,978812,1.0,0.0,-0.5,0.5,1.0,1.5,1.0,,,
,mean,1531.62(25),1531.61,-2180,,,,,,,,,,
,min,1531.37,1531.37,980993,1.0,0.0,-0.5,2.0,-1.5,-1.0,-1.0,,,
,delta,,,2180,,,,,,,,10985,19.84524,∆ abs(i)
,total,,,2567,,,,,,,,43940,5.84206,Σ ∆i
K*$^{+-}$,particle,,,,,,,,,,,,,
,max,1745.3,1745.2,1104209,1.0,0.5,1.0,-3.0,-3.0,3.0,-0.5,,,
,mean,1745.2(1),1745.1,-268,,,,,,,,,,
,min,1745.1,1745.1,1104478,1.0,0.5,1.0,-3.0,-0.5,-2.5,-1.0,,,
,delta,,,268,,,,,,,,10985,2.43969,∆ abs(i)
,max,1745.3,1745.2,1118972,1.0,0.5,1.5,-1.0,0.5,-3.0,1.0,,,
,mean,1745.2(1),1745.1,-459,,,,,,,,,,
,min,1745.1,1745.1,1119432,1.0,0.5,1.5,-0.5,-2.5,-2.5,1.0,,,
,delta,,,459,,,,,,,,10985,4.17843,∆ abs(i)
,max,1745.3,1745.2,1137521,1.0,1.0,-2.0,-3.0,0.0,-0.5,0.5,,,
,mean,1745.2(1),1745.2,2365,,,,,,,,,,
,min,1745.1,1745.1,1135157,1.0,0.5,2.0,2.0,1.5,-3.0,1.0,,,
,delta,,,2365,,,,,,,,21970,10.76468,∆ abs(i)
,max,1745.3,1745.2,1154142,1.0,1.0,-1.5,0.5,-2.0,-2.5,1.0,,,
,mean,1745.2(1),1745.1,253,,,,,,,,,,
,min,1745.1,1745.1,1153890,1.0,1.0,-1.5,0.0,2.5,-1.5,0.0,,,
,delta,,,253,,,,,,,,10985,2.30314,∆ abs(i)
,max,1745.3,1745.2,1169970,1.0,1.0,-1.0,3.0,2.5,1.0,0.0,,,
,mean,1745.2(1),1745.2,774,,,,,,,,,,
,min,1745.1,1745.1,1169197,1.0,1.0,-1.0,2.5,3.0,1.5,1.0,,,
,delta,,,774,,,,,,,,10985,7.04597,∆ abs(i)
,total,,,4119,,,,,,,,65910,6.24943,Σ ∆i
K*$^0$,particle,,,,,,,,,,,,,
,max,1752.6,1752.6,1117132,1.0,0.5,1.5,-2.0,-1.0,1.5,1.0,,,
,mean,1752.6(1),1752.6,-787,,,,,,,,,,
,min,1752.5,1752.5,1117920,1.0,0.5,1.5,-1.5,-1.5,2.5,0.0,,,
,delta,,,787,,,,,,,,10985,7.16431,∆ abs(i)
,max,1752.6,1752.6,1137174,1.0,1.0,-2.0,-3.0,-2.5,-2.5,-0.5,,,
,mean,1752.6(1),1752.5,2416,,,,,,,,,,
,min,1752.5,1752.5,1134759,1.0,0.5,2.0,2.0,-2.0,3.0,-0.5,,,
,delta,,,2416,,,,,,,,21970,10.99681,∆ abs(i)
,max,1752.6,1752.6,1152415,1.0,1.0,-1.5,-0.5,-2.5,0.5,0.0,,,
,mean,1752.6(1),1752.6,113,,,,,,,,,,
,min,1752.5,1752.5,1152303,1.0,1.0,-1.5,-1.0,3.0,2.5,-1.0,,,
,delta,,,113,,,,,,,,10985,1.02868,∆ abs(i)
,max,1752.6,1752.6,1169359,1.0,1.0,-1.0,3.0,-2.0,-1.5,-0.5,,,
,mean,1752.6(1),1752.6,106,,,,,,,,,,
,min,1752.5,1752.5,1169254,1.0,1.0,-1.0,3.0,-3.0,1.0,-0.5,,,
,delta,,,106,,,,,,,,10985,0.96495,∆ abs(i)
,total,,,3422,,,,,,,,54925,6.23031,Σ ∆i
Proton,particle,,,,,,,,,,,,,
,max,1836.152673458,1836.152673408,1210337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,mean,1836.152673426(32),1836.152673408,1,,,,,,,,,,
,min,1836.152673394,1836.152673408,1210337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
H,particle,,,,,,,,,,,,,
,max,1837.67,1837.66,1193962,1.0,1.0,0.5,-2.0,-1.5,1.5,1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,-208,,,,,,,,,,
,min,1837.18,1837.18,1194171,1.0,1.0,0.5,-2.0,0.0,3.0,0.5,,,
,delta,,,208,,,,,,,,10985,1.89349,∆ abs(i)
,max,1837.67,1837.66,1211778,1.0,1.0,1.0,2.0,-1.0,2.5,-1.0,,,
,mean,1837.47(-0.29)(0.20),1837.42,1577,,,,,,,,,,
,min,1837.18,1837.18,1210202,1.0,1.0,1.0,1.0,0.0,0.5,1.0,,,
,delta,,,1577,,,,,,,,10985,14.35594,∆ abs(i)
,total,,,1785,,,,,,,,21970,8.12472,Σ ∆i
Neutron,particle,,,,,,,,,,,,,
,max,1838.68366273,1838.68366244,1210335,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,mean,1838.68366200(74),1838.68366244,1,,,,,,,,,,
,min,1838.68366126,1838.68366244,1210335,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
,delta,,,1,,,,,,,,10985,0.0091,∆ abs(i)
,total,,,1,,,,,,,,10985,0.0091,Σ ∆i
Eta η`,particle,,,,,,,,,,,,,
,max,1874.42,1874.42,1218378,1.0,1.0,1.5,-0.5,-2.0,-0.5,-1.0,,,
,mean,1874.32(11),1874.32,854,,,,,,,,,,
,min,1874.21,1874.21,1217525,1.0,1.0,1.5,-1.0,-2.0,-1.5,0.0,,,
,delta,,,854,,,,,,,,10985,7.77424,∆ abs(i)
,max,1874.42,1874.42,1233670,1.0,1.0,2.0,2.0,-1.5,1.0,0.0,,,
,mean,1874.32(11),1874.31,744,,,,,,,,,,
,min,1874.21,1874.21,1232927,1.0,1.0,2.0,1.5,-0.5,-2.0,1.0,,,
,delta,,,744,,,,,,,,10985,6.77287,∆ abs(i)
,total,,,1598,,,,,,,,21970,7.27355,Σ ∆i
Phi ,mean,1995.035(31),,,,,,,,,,,,only with i4 > 1
c,mean,2485(-39)(39),,,,,,,,,,,,only with i4 > 1
Tau,mean,3477.23(23),,,,,,,,,,,,only with i4 > 1
D$^0$,mean,3649.38(10),,,,,,,,,,,,only with i4 > 1
D$^+$,mean,3658.81(10),,,,,,,,,,,,only with i4 > 1
Deuteron,mean,3670.48296788(13),,,,,,,,,,,,only with i4 > 1
DS$^+$,mean,3851.94(13),,,,,,,,,,,,only with i4 > 1
Triton,mean,5496.92153573(27),,,,,,,,,,,,only with i4 > 1
